Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand ZFIN ID,Receptor ZFIN ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Ligand Location,Receptor Location
CDB25:0004230,s100s cd36,s100s,cd36,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100s%20cd36-based-on-Pubmed-ID-11141076-in-zebrafish,"s100s (S100 calcium binding protein S, zgc:91995)","cd36 (CD36 molecule (CD36 blood group), zgc:92513)",ZDB-GENE-040822-31,ZDB-GENE-040718-55,ENSDARG00000036773,ENSDARG00000032639,"secreted, cell membrane",cell membrane
CDB25:0004231,s100s cd68,s100s,cd68,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100s%20cd68-based-on-Pubmed-ID-27312849-in-zebrafish,"s100s (S100 calcium binding protein S, zgc:91995)","cd68 (CD68 molecule, fb66f03), cd68 (CD68 molecule, si:ch211-212k18.7), cd68 (CD68 molecule, wu:fb66f03)",ZDB-GENE-040822-31,ZDB-GENE-030131-1312,ENSDARG00000036773,ENSDARG00000055504,"secreted, cell membrane",cell membrane
CDB25:0004233,s100s mcamb,s100s,mcamb,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100s%20mcamb-based-on-Pubmed-ID-27151304-in-zebrafish,"s100s (S100 calcium binding protein S, zgc:91995)","mcamb (melanoma cell adhesion molecule b, cd146), mcamb (melanoma cell adhesion molecule b, gicerin), mcamb (melanoma cell adhesion molecule b, id:ibd3512), mcamb (melanoma cell adhesion molecule b, mcam)",ZDB-GENE-040822-31,ZDB-GENE-030219-213,ENSDARG00000036773,ENSDARG00000005368,"secreted, cell membrane",cell membrane
CDB25:0004234,s100b bcam,s100b,bcam,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100b%20bcam-based-on-Pubmed-ID-23729438,%2025945582-in-zebrafish","s100b (S100 calcium binding protein, beta (neural), si:dkey-110p14.2), s100b (S100 calcium binding protein, beta (neural), wu:fq18b10), s100b (S100 calcium binding protein, beta (neural), zgc:92776)","bcam (basal cell adhesion molecule (Lutheran blood group), LU), bcam (basal cell adhesion molecule (Lutheran blood group), zgc:154034)",ZDB-GENE-040718-290,ZDB-GENE-060929-620,ENSDARG00000057598,ENSDARG00000090190,secreted,cell membrane
CDB25:0004235,s100b alcama,s100b,alcama,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100b%20alcama-based-on-Pubmed-ID-23729438-in-zebrafish,"s100b (S100 calcium binding protein, beta (neural), si:dkey-110p14.2), s100b (S100 calcium binding protein, beta (neural), wu:fq18b10), s100b (S100 calcium binding protein, beta (neural), zgc:92776)","alcama (activated leukocyte cell adhesion molecule a, alcam), alcama (activated leukocyte cell adhesion molecule a, cd166), alcama (activated leukocyte cell adhesion molecule a, DM-GRASP), alcama (activated leukocyte cell adhesion molecule a, neurolin), alcama (activated leukocyte cell adhesion molecule a, neurolin-a), alcama (activated leukocyte cell adhesion molecule a, zn5 / zn-5 antigen), alcama (activated leukocyte cell adhesion molecule a, zn8 / zn-8 antigen)",ZDB-GENE-040718-290,ZDB-GENE-990415-30,ENSDARG00000057598,ENSDARG00000026531,secreted,cell membrane
CDB25:0004236,saa tlr2,saa,tlr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-saa%20tlr2-based-on-Pubmed-ID-18566366-in-zebrafish,"saa (serum amyloid A, zgc:103580)","tlr2 (toll-like receptor 2, TIR2)",ZDB-GENE-040927-15,ZDB-GENE-040219-6,ENSDARG00000045999,ENSDARG00000037758,secreted,cell membrane
CDB25:0004237,saa tlr4ba,saa,tlr4ba,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-saa%20tlr4ba-based-on-Pubmed-ID-35247611-in-zebrafish,"saa (serum amyloid A, zgc:103580)","tlr4ba (toll-like receptor 4b, duplicate a, TIR4.1), tlr4ba (toll-like receptor 4b, duplicate a, tlr4a)",ZDB-GENE-040927-15,ZDB-GENE-040219-8,ENSDARG00000045999,ENSDARG00000019742,secreted,cell membrane
CDB25:0004243,scube2 cav1,scube2,cav1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-scube2%20cav1-based-on-Pubmed-ID-19480626-in-zebrafish,"scube2 (signal peptide, CUB domain, EGF-like 2, u-shaped somites), scube2 (signal peptide, CUB domain, EGF-like 2, U shaped somites), scube2 (signal peptide, CUB domain, EGF-like 2, wu:fc27f08), scube2 (signal peptide, CUB domain, EGF-like 2, you)","cav1 (caveolin 1, wu:fc07c04)",ZDB-GENE-050302-80,ZDB-GENE-030131-2415,ENSDARG00000037362,ENSDARG00000103747,"secreted, cell membrane",cell membrane
CDB25:0004244,scube2 kdr,scube2,kdr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-scube2%20kdr-based-on-Pubmed-ID-27834687-in-zebrafish,"scube2 (signal peptide, CUB domain, EGF-like 2, u-shaped somites), scube2 (signal peptide, CUB domain, EGF-like 2, U shaped somites), scube2 (signal peptide, CUB domain, EGF-like 2, wu:fc27f08), scube2 (signal peptide, CUB domain, EGF-like 2, you)","kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), kdrb), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), si:busm1-205d10.1), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), si:ch211-254j6.1), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), si:ch211-278f21.4), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), vegfr2b)",ZDB-GENE-050302-80,ZDB-GENE-041001-112,ENSDARG00000037362,ENSDARG00000017321,"secreted, cell membrane",cell membrane
CDB25:0004245,scube2 ptch1,scube2,ptch1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-scube2%20ptch1-based-on-Pubmed-ID-19480626-in-zebrafish,"scube2 (signal peptide, CUB domain, EGF-like 2, u-shaped somites), scube2 (signal peptide, CUB domain, EGF-like 2, U shaped somites), scube2 (signal peptide, CUB domain, EGF-like 2, wu:fc27f08), scube2 (signal peptide, CUB domain, EGF-like 2, you)","ptch1 (patched 1, lep), ptch1 (patched 1, leprechaun), ptch1 (patched 1, ptc2)",ZDB-GENE-050302-80,ZDB-GENE-980526-196,ENSDARG00000037362,ENSDARG00000016404,"secreted, cell membrane",cell membrane
CDB25:0004247,sdc2 adgra2,sdc2,adgra2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sdc2%20adgra2-based-on-Pubmed-ID-30477585-in-zebrafish,"sdc2 (syndecan 2, cb440), sdc2 (syndecan 2, zgc:103676)","adgra2 (adhesion G protein-coupled receptor A2, gpr124), adgra2 (adhesion G protein-coupled receptor A2, si:dkey-208c22.2)",ZDB-GENE-021206-3,ZDB-GENE-081104-363,ENSDARG00000002731,ENSDARG00000076994,cell membrane,cell membrane
CDB25:0004249,selp glg1a,selp,glg1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-selp%20glg1a-based-on-Pubmed-ID-11404363-in-zebrafish,"selp (selectin P, si:ch211-260g14.4)","glg1a (golgi glycoprotein 1a, fj98a08), glg1a (golgi glycoprotein 1a, wu:fj98a08)",ZDB-GENE-110107-2,ZDB-GENE-030131-6448,ENSDARG00000042138,ENSDARG00000061282,cell membrane,cell membrane
CDB25:0004250,selenop lrp5,selenop,lrp5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-selenop%20lrp5-based-on-Pubmed-ID-37166989-in-zebrafish,"selenop (selenoprotein P, cb688), selenop (selenoprotein P, SelPa), selenop (selenoprotein P, sepp1a), selenop (selenoprotein P, SePPa), selenop (selenoprotein P, wu:fa55a04), selenop (selenoprotein P, wu:fb38a09), selenop (selenoprotein P, wu:fj79f04)","lrp5 (low density lipoprotein receptor-related protein 5, LRP6)",ZDB-GENE-030311-1,ZDB-GENE-050518-2,ENSDARG00000093549,ENSDARG00000006921,secreted,cell membrane
CDB25:0004251,selenop lrp6,selenop,lrp6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-selenop%20lrp6-based-on-Pubmed-ID-37166989-in-zebrafish,"selenop (selenoprotein P, cb688), selenop (selenoprotein P, SelPa), selenop (selenoprotein P, sepp1a), selenop (selenoprotein P, SePPa), selenop (selenoprotein P, wu:fa55a04), selenop (selenoprotein P, wu:fb38a09), selenop (selenoprotein P, wu:fj79f04)",lrp6,ZDB-GENE-030311-1,ZDB-GENE-090821-1,ENSDARG00000093549,ENSDARG00000100143,secreted,cell membrane
CDB25:0004252,selenop lrp8,selenop,lrp8,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-selenop%20lrp8-based-on-Pubmed-ID-37435859-in-zebrafish,"selenop (selenoprotein P, cb688), selenop (selenoprotein P, SelPa), selenop (selenoprotein P, sepp1a), selenop (selenoprotein P, SePPa), selenop (selenoprotein P, wu:fa55a04), selenop (selenoprotein P, wu:fb38a09), selenop (selenoprotein P, wu:fj79f04)","lrp8 (low density lipoprotein receptor-related protein 8, apolipoprotein e receptor, apoer2), lrp8 (low density lipoprotein receptor-related protein 8, apolipoprotein e receptor, im:7145907), lrp8 (low density lipoprotein receptor-related protein 8, apolipoprotein e receptor, si:dkeyp-63d11.7)",ZDB-GENE-030311-1,ZDB-GENE-050506-134,ENSDARG00000093549,ENSDARG00000070074,secreted,cell membrane
CDB25:0004253,selp sc:d0202,selp,sc:d0202,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-selp%20sc:d0202-based-on-Pubmed-ID-14507735-in-zebrafish,"selp (selectin P, si:ch211-260g14.4)","sc:d0202 (sc:d0202, icam1)",ZDB-GENE-110107-2,ZDB-GENE-080226-9,ENSDARG00000042138,ENSDARG00000078180,cell membrane,cell membrane
CDB25:0004254,selplg si:ch73-177h5.3,selplg,si:ch73-177h5.3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-selplg%20si:ch73-177h5.3-based-on-Pubmed-ID-11238599-in-zebrafish,selplg,si:ch73-177h5.3,ZDB-GENE-120410-1,ZDB-GENE-081104-248,ENSDARG00000105023,ENSDARG00000094007,cell membrane,cell membrane
CDB25:0004255,sema3ab cntn2,sema3ab,cntn2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema3ab%20cntn2-based-on-Pubmed-ID-26633812-in-zebrafish,"sema3ab (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Ab, sema3a2), sema3ab (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Ab, semaZ1b)","cntn2 (contactin 2, si:dz37k09.2), cntn2 (contactin 2, tag1), cntn2 (contactin 2, transiently expressed axonal glycoprotein)",ZDB-GENE-991209-6,ZDB-GENE-990630-12,ENSDARG00000042210,ENSDARG00000000472,secreted,cell membrane
CDB25:0004256,sema3ab l1camb,sema3ab,l1camb,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema3ab%20l1camb-based-on-Pubmed-ID-15121181-in-zebrafish,"sema3ab (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Ab, sema3a2), sema3ab (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Ab, semaZ1b)","l1camb (L1 cell adhesion molecule, paralog b, L1.1), l1camb (L1 cell adhesion molecule, paralog b, nadl1.1), l1camb (L1 cell adhesion molecule, paralog b, wu:fa30h05)",ZDB-GENE-991209-6,ZDB-GENE-980526-512,ENSDARG00000042210,ENSDARG00000015025,secreted,cell membrane
CDB25:0004257,sema3b plxna2,sema3b,plxna2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema3b%20plxna2-based-on-Pubmed-ID-25335892-in-zebrafish,"sema3b (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B, si:ch211-106g4.2)","plxna2 (plexin A2, si:dkey-164k14.1)",ZDB-GENE-081105-78,ZDB-GENE-090311-6,ENSDARG00000011672,ENSDARG00000060372,secreted,cell membrane
CDB25:0004258,sema3b plxna4,sema3b,plxna4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema3b%20plxna4-based-on-Pubmed-ID-25335892-in-zebrafish,"sema3b (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B, si:ch211-106g4.2)","plxna4 (plexin A4, wu:fd49b01), plxna4 (plexin A4, wu:fe15f03)",ZDB-GENE-081105-78,ZDB-GENE-030131-4663,ENSDARG00000011672,ENSDARG00000019328,secreted,cell membrane
CDB25:0004259,sema3c plxna4,sema3c,plxna4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema3c%20plxna4-based-on-Pubmed-ID-29661844-in-zebrafish,"sema3c (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C, si:dkey-105o6.1)","plxna4 (plexin A4, wu:fd49b01), plxna4 (plexin A4, wu:fe15f03)",ZDB-GENE-050513-5,ZDB-GENE-030131-4663,ENSDARG00000034300,ENSDARG00000019328,"secreted, cell membrane",cell membrane
CDB25:0004260,sema3c plxnb1a,sema3c,plxnb1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema3c%20plxnb1a-based-on-Pubmed-ID-29348142-in-zebrafish,"sema3c (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C, si:dkey-105o6.1)","plxnb1a (plexin b1a, im:7054247), plxnb1a (plexin b1a, si:ch211-220i18.5), plxnb1a (plexin b1a, wu:fb83a09)",ZDB-GENE-050513-5,ZDB-GENE-050302-63,ENSDARG00000034300,ENSDARG00000075821,"secreted, cell membrane",cell membrane
CDB25:0004261,sema3d nrp2a,sema3d,nrp2a,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema3d%20nrp2a-based-on-Pubmed-ID-15456815-in-zebrafish,"sema3d (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D, sema2), sema3d (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D, sema3D), sema3d (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D, semaZ2)","nrp2a (neuropilin 2a, npn-2A)",ZDB-GENE-990715-2,ZDB-GENE-040611-2,ENSDARG00000017369,ENSDARG00000096546,secreted,cell membrane
CDB25:0004262,sema3d plxnb3,sema3d,plxnb3,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema3d%20plxnb3-based-on-Pubmed-ID-38628398-in-zebrafish,"sema3d (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D, sema2), sema3d (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D, sema3D), sema3d (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D, semaZ2)","plxnb3 (plexin B3, si:dkey-208p7.1)",ZDB-GENE-990715-2,ZDB-GENE-081104-53,ENSDARG00000017369,ENSDARG00000032990,secreted,cell membrane
CDB25:0004263,sema3d plxnd1,sema3d,plxnd1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema3d%20plxnd1-based-on-Pubmed-ID-26243191,%2027799363-in-zebrafish","sema3d (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D, sema2), sema3d (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D, sema3D), sema3d (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D, semaZ2)","plxnd1 (plexin D1, obd), plxnd1 (plexin D1, out of bounds), plxnd1 (plexin D1, zgc:77379)",ZDB-GENE-990715-2,ZDB-GENE-040426-1828,ENSDARG00000017369,ENSDARG00000086057,secreted,cell membrane
CDB25:0004264,sema3e plxnb3,sema3e,plxnb3,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema3e%20plxnb3-based-on-Pubmed-ID-38628398-in-zebrafish,"sema3e (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E, fj37c11), sema3e (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E, si:ch211-120m13.2), sema3e (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E, wu:fj37c11)","plxnb3 (plexin B3, si:dkey-208p7.1)",ZDB-GENE-030131-7864,ZDB-GENE-081104-53,ENSDARG00000036571,ENSDARG00000032990,secreted,cell membrane
CDB25:0004265,sema3fb plxna2,sema3fb,plxna2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema3fb%20plxna2-based-on-Pubmed-ID-11239433-in-zebrafish,"sema3fb (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Fb, sb:cb931), sema3fb (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Fb, sema3f2)","plxna2 (plexin A2, si:dkey-164k14.1)",ZDB-GENE-050513-2,ZDB-GENE-090311-6,ENSDARG00000055373,ENSDARG00000060372,secreted,cell membrane
CDB25:0004266,sema3bl plxna1a,sema3bl,plxna1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema3bl%20plxna1a-based-on-Pubmed-ID-32365351-in-zebrafish,"sema3bl (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl, fc22d04), sema3bl (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl, sema3g), sema3bl (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl, si:ch211-106g4.1), sema3bl (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl, wu:fc22d04)","plxna1a (plexin A1a, zmp:0000001177)",ZDB-GENE-030131-2956,ZDB-GENE-140106-137,ENSDARG00000007560,ENSDARG00000105452,secreted,cell membrane
CDB25:0004267,sema3bl plxna4,sema3bl,plxna4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema3bl%20plxna4-based-on-Pubmed-ID-32365351-in-zebrafish,"sema3bl (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl, fc22d04), sema3bl (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl, sema3g), sema3bl (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl, si:ch211-106g4.1), sema3bl (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl, wu:fc22d04)","plxna4 (plexin A4, wu:fd49b01), plxna4 (plexin A4, wu:fe15f03)",ZDB-GENE-030131-2956,ZDB-GENE-030131-4663,ENSDARG00000007560,ENSDARG00000019328,secreted,cell membrane
CDB25:0004268,sema3bl plxnd1,sema3bl,plxnd1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema3bl%20plxnd1-based-on-Pubmed-ID-27880905-in-zebrafish,"sema3bl (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl, fc22d04), sema3bl (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl, sema3g), sema3bl (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl, si:ch211-106g4.1), sema3bl (sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl, wu:fc22d04)","plxnd1 (plexin D1, obd), plxnd1 (plexin D1, out of bounds), plxnd1 (plexin D1, zgc:77379)",ZDB-GENE-030131-2956,ZDB-GENE-040426-1828,ENSDARG00000007560,ENSDARG00000086057,secreted,cell membrane
CDB25:0004269,sema4ab nrp1a,sema4ab,nrp1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema4ab%20nrp1a-based-on-Pubmed-ID-23913274-in-zebrafish,"sema4ab (sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4Ab, si:dkey-78d16.2)","nrp1a (neuropilin 1a, np-1), nrp1a (neuropilin 1a, npn-1A), nrp1a (neuropilin 1a, nrp1), nrp1a (neuropilin 1a, zgc:111785), nrp1a (neuropilin 1a, zgc:136674), nrp1a (neuropilin 1a, znrp1)",ZDB-GENE-060503-363,ZDB-GENE-030519-2,ENSDARG00000062352,ENSDARG00000102153,"secreted, cell membrane",cell membrane
CDB25:0004270,sema4ab plxnb3,sema4ab,plxnb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-sema4ab%20plxnb3-based-on-Pubmed-ID-20043131-in-zebrafish,"sema4ab (sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4Ab, si:dkey-78d16.2)","plxnb3 (plexin B3, si:dkey-208p7.1)",ZDB-GENE-060503-363,ZDB-GENE-081104-53,ENSDARG00000062352,ENSDARG00000032990,"secreted, cell membrane",cell membrane
