Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand XEN ID,Receptor XEN ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB25:0004047,pcdha13 pcdha13,pcdha13,pcdha13,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdha13%20pcdha13-based-on-Pubmed-ID-25171406-in-frog,"pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)","pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)",XB-GENE-1113164,XB-GENE-1113164,ENSXETG00000016119,ENSXETG00000016119,PCDHB13 (PCDH-BETA13),PCDHB13 (PCDH-BETA13),cell membrane,cell membrane
CDB25:0004048,pcdha13 pcdha13,pcdha13,pcdha13,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdha13%20pcdha13-based-on-Pubmed-ID-25171406-in-frog,"pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)","pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)",XB-GENE-1113164,XB-GENE-1113164,ENSXETG00000016119,ENSXETG00000016119,"PCDHB16 (PCDHB8a, PCDH3X, KIAA1621, PCDH-BETA16, ME1)","PCDHB16 (PCDHB8a, PCDH3X, KIAA1621, PCDH-BETA16, ME1)",cell membrane,cell membrane
CDB25:0004049,pcdha13 pcdha13,pcdha13,pcdha13,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdha13%20pcdha13-based-on-Pubmed-ID-25171406-in-frog,"pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)","pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)",XB-GENE-1113164,XB-GENE-1113164,ENSXETG00000016119,ENSXETG00000016119,PCDHB10,PCDHB10,cell membrane,cell membrane
CDB25:0004050,pcdha13 pcdha13,pcdha13,pcdha13,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdha13%20pcdha13-based-on-Pubmed-ID-25171406-in-frog,"pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)","pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)",XB-GENE-1113164,XB-GENE-1113164,ENSXETG00000016119,ENSXETG00000016119,PCDHB12 (PCDH-BETA12),PCDHB12 (PCDH-BETA12),cell membrane,cell membrane
CDB25:0004051,pcdha13 pcdha13,pcdha13,pcdha13,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdha13%20pcdha13-based-on-Pubmed-ID-25171406-in-frog,"pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)","pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)",XB-GENE-1113164,XB-GENE-1113164,ENSXETG00000016119,ENSXETG00000016119,PCDHB2 (PCDH-BETA2),PCDHB2 (PCDH-BETA2),cell membrane,cell membrane
CDB25:0004052,pcdha13 pcdha13,pcdha13,pcdha13,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdha13%20pcdha13-based-on-Pubmed-ID-25171406-in-frog,"pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)","pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)",XB-GENE-1113164,XB-GENE-1113164,ENSXETG00000016119,ENSXETG00000016119,PCDHB14 (PCDH-BETA14),PCDHB14 (PCDH-BETA14),cell membrane,cell membrane
CDB25:0004053,pcdha13 pcdha13,pcdha13,pcdha13,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdha13%20pcdha13-based-on-Pubmed-ID-25171406-in-frog,"pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)","pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)",XB-GENE-1113164,XB-GENE-1113164,ENSXETG00000016119,ENSXETG00000016119,PCDHB15 (PCDH-BETA15),PCDHB15 (PCDH-BETA15),cell membrane,cell membrane
CDB25:0004054,pcdha13 pcdha13,pcdha13,pcdha13,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdha13%20pcdha13-based-on-Pubmed-ID-25171406-in-frog,"pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)","pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)",XB-GENE-1113164,XB-GENE-1113164,ENSXETG00000016119,ENSXETG00000016119,PCDHB3 (PCDH-BETA3),PCDHB3 (PCDH-BETA3),cell membrane,cell membrane
CDB25:0004055,pcdha13 pcdha13,pcdha13,pcdha13,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdha13%20pcdha13-based-on-Pubmed-ID-25171406-in-frog,"pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)","pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)",XB-GENE-1113164,XB-GENE-1113164,ENSXETG00000016119,ENSXETG00000016119,PCDHB4 (PCDH-BETA4),PCDHB4 (PCDH-BETA4),cell membrane,cell membrane
CDB25:0004056,pcdha13 pcdha13,pcdha13,pcdha13,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdha13%20pcdha13-based-on-Pubmed-ID-25171406,%2035253643-in-frog","pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)","pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)",XB-GENE-1113164,XB-GENE-1113164,ENSXETG00000016119,ENSXETG00000016119,"PCDHB5 (DKFZp586B0217, PCDH-BETA5)","PCDHB5 (DKFZp586B0217, PCDH-BETA5)",cell membrane,cell membrane
CDB25:0004071,pcdhga11 pcdhga11,pcdhga11,pcdhga11,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdhga11%20pcdhga11-based-on-Pubmed-ID-25171406-in-frog,pcdhga11,pcdhga11,XB-GENE-5929299,XB-GENE-5929299,ENSXETG00000038288,ENSXETG00000038288,"PCDHGB4 (FIB2, CDH20, PCDH-GAMMA-B4)","PCDHGB4 (FIB2, CDH20, PCDH-GAMMA-B4)",cell membrane,cell membrane
CDB25:0004072,pcdhga11 pcdhga11,pcdhga11,pcdhga11,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdhga11%20pcdhga11-based-on-Pubmed-ID-25171406-in-frog,pcdhga11,pcdhga11,XB-GENE-5929299,XB-GENE-5929299,ENSXETG00000038288,ENSXETG00000038288,PCDHGB5 (PCDH-GAMMA-B5),PCDHGB5 (PCDH-GAMMA-B5),cell membrane,cell membrane
CDB25:0004075,pcdhgc4 pcdhgc4,pcdhgc4,pcdhgc4,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdhgc4%20pcdhgc4-based-on-Pubmed-ID-20679223,%2025171406-in-frog",pcdhgc4,pcdhgc4,XB-GENE-6052199,XB-GENE-6052199,ENSXETG00000002703,ENSXETG00000002703,"PCDHGC3 (PCDH2, PC-43, PC43, PCDH-GAMMA-C3)","PCDHGC3 (PCDH2, PC-43, PC43, PCDH-GAMMA-C3)",cell membrane,cell membrane
CDB25:0004076,pcdhga11 pcdhga11,pcdhga11,pcdhga11,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdhga11%20pcdhga11-based-on-Pubmed-ID-25171406-in-frog,pcdhga11,pcdhga11,XB-GENE-5929299,XB-GENE-5929299,ENSXETG00000038288,ENSXETG00000038288,PCDHGC5 (PCDH-GAMMA-C5),PCDHGC5 (PCDH-GAMMA-C5),cell membrane,cell membrane
CDB25:0004079,pdcd1 cd274,pdcd1,cd274,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pdcd1%20cd274-based-on-Pubmed-ID-37389416-in-frog,"pdcd1 (LOC108717443, LOC108716960, LOC101730727)","cd274 (LOC101731191, LOC108705366)",XB-GENE-22167971,XB-GENE-921387,,,"PDCD1 (SLEB2, CD279, PD1, hSLE1, PD-1)","CD274 (PDCD1LG1, B7-H, B7H1, PD-L1, PDL1, B7-H1)",cell membrane,cell membrane
CDB25:0004080,pdcd1 pdcd1lg2,pdcd1,pdcd1lg2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pdcd1%20pdcd1lg2-based-on-Pubmed-ID-12893276-in-frog,"pdcd1 (LOC108717443, LOC108716960, LOC101730727)","pdcd1lg2 (b7dc, btdc, pdl2, cd273, pdcd1l2, LOC108705370)",XB-GENE-22167971,XB-GENE-951747,,ENSXETG00000040791,"PDCD1 (SLEB2, CD279, PD1, hSLE1, PD-1)","PDCD1LG2 (PD-L2, Btdc, PDL2, bA574F11.2, CD273, B7-DC, B7DC)",cell membrane,cell membrane
CDB25:0004082,pdyn ackr3,pdyn,ackr3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pdyn%20ackr3-based-on-Pubmed-ID-32561830-in-frog,"pdyn (OLPB, penkb, Xen-dorphin, prodynorphin, pdyn-a, pdyn-b)","ackr3 (rdc1, xcxcr7)",XB-GENE-5752622,XB-GENE-939861,ENSXETG00000045752,ENSXETG00000039232,"PDYN (SCA23, PENKB, ADCA)","ACKR3 (CMKOR1, CXCR7, RDC1, GPR159)",secreted,cell membrane
CDB25:0004084,pecam1 itgav,pecam1,itgav,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pecam1%20itgav-based-on-Pubmed-ID-7542249-in-frog,"pecam1 (cd31, pecam-1, pecam)","itgav (itgav-b, itgav-a)",XB-GENE-488102,XB-GENE-488969,ENSXETG00000012570,ENSXETG00000013317,PECAM1 (CD31),"ITGAV (VNRA, MSK8, VTNR, CD51)",cell membrane,cell membrane
CDB25:0004085,pecam1 itgb3,pecam1,itgb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pecam1%20itgb3-based-on-Pubmed-ID-7542249-in-frog,"pecam1 (cd31, pecam-1, pecam)","itgb3 (cd61, gp3a)",XB-GENE-488102,XB-GENE-1009964,ENSXETG00000012570,ENSXETG00000019163,PECAM1 (CD31),"ITGB3 (GP3A, CD61, GPIIIa)",cell membrane,cell membrane
CDB25:0004086,pecam1 pecam1,pecam1,pecam1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pecam1%20pecam1-based-on-Pubmed-ID-8702505-in-frog,"pecam1 (cd31, pecam-1, pecam)","pecam1 (cd31, pecam-1, pecam)",XB-GENE-488102,XB-GENE-488102,ENSXETG00000012570,ENSXETG00000012570,PECAM1 (CD31),PECAM1 (CD31),cell membrane,cell membrane
CDB25:0004088,cxcl2 fgfr1,cxcl2,fgfr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cxcl2%20fgfr1-based-on-Pubmed-ID-9558385-in-frog,"cxcl2 (gro2, grob, mip2, mip2a, scyb2, mgsa-b, mip-2a, cinc-2a)","fgfr1 (X1FGFR, flt-2, cek, flg, ogd, XFGFR-1, xfgfr1, kal2, bfgfr, fgfr-1, fgfr1-a, fgfr1-b, xfgfra2)",XB-GENE-479577,XB-GENE-1018554,ENSXETG00000048587,ENSXETG00000016775,"PF4 (SCYB4, CXCL4)","FGFR1 (FLT2, KAL2, H2, H3, H4, H5, CEK, FLG, BFGFR, N-SAM, CD331)",secreted,cell membrane
CDB25:0004089,cxcl2 lrp1,cxcl2,lrp1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cxcl2%20lrp1-based-on-Pubmed-ID-19605848-in-frog,"cxcl2 (gro2, grob, mip2, mip2a, scyb2, mgsa-b, mip-2a, cinc-2a)","lrp1 (cd91, lrp, apr, a2mr, apoer, tgfbr5, igfbp3r)",XB-GENE-479577,XB-GENE-479843,ENSXETG00000048587,ENSXETG00000010934,"PF4 (SCYB4, CXCL4)","LRP1 (APR, A2MR, LRP, CD91, LRP1A, APOER, IGFBP3R1, IGFBP-3R)",secreted,cell membrane
CDB25:0004090,pglyrp1l ccr2,pglyrp1l,ccr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pglyrp1l%20ccr2-based-on-Pubmed-ID-30713770-in-frog,"pglyrp1l (pglyrp1-like.1, pglyrp1l.1, LOC108700665)","ccr2 (cc-ckr-2, ccr2a, ccr2b, cd192, ckr2, ckr2a, ckr2b, cmkbr2, mcp-1-r, mcp-1r, LOC108695212)",XB-GENE-5778936,XB-GENE-6460521,ENSXETG00000039671,ENSXETG00000038447,"PGLYRP1 (TNFSF3L, PGLYRP, TAG7, PGRP, PGRP-S, PGRPS)","CCR5 (CMKBR5, CKR-5, CC-CKR-5, CKR5, CD195, IDDM22)",secreted,cell membrane
CDB25:0004091,pglyrp1l cxcr3,pglyrp1l,cxcr3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pglyrp1l%20cxcr3-based-on-Pubmed-ID-30713770-in-frog,"pglyrp1l (pglyrp1-like.1, pglyrp1l.1, LOC108700665)",cxcr3 (LOC108697989),XB-GENE-5778936,XB-GENE-5819824,ENSXETG00000039671,ENSXETG00000024989,"PGLYRP1 (TNFSF3L, PGLYRP, TAG7, PGRP, PGRP-S, PGRPS)","CXCR3 (GPR9, CKR-L2, CMKAR3, IP10-R, MigR, CD183)",secreted,cell membrane
CDB25:0004092,pglyrp1 tnfrsf1a,pglyrp1,tnfrsf1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pglyrp1%20tnfrsf1a-based-on-Pubmed-ID-34163464-in-frog,"pglyrp1 (MGC108469, PGRP-S)","tnfrsf1a (fpf, p55, tbp1, tnf-r, tnfar, tnfr1, p55-r, cd120a, tnfr55, tnfr60)",XB-GENE-491319,XB-GENE-996080,ENSXETG00000018262,ENSXETG00000032118,"PGLYRP1 (TNFSF3L, PGLYRP, TAG7, PGRP, PGRP-S, PGRPS)","TNFRSF1A (TNFR1, TNF-R, TNFAR, TNFR60, TNF-R-I, CD120a, TNF-R55)",secreted,cell membrane
CDB25:0004096,pla2g1b pla2r1,pla2g1b,pla2r1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pla2g1b%20pla2r1-based-on-Pubmed-ID-10922494-in-frog,"pla2g1b (pla2, pla2a, ppla2, phospholipase A2)",pla2r1,XB-GENE-877321,XB-GENE-1000168,ENSXETG00000012207,ENSXETG00000007579,"PLA2G1B (PLA2, PPLA2, PLA2A)","PLA2R1 (PLA2G1R, PLA2IR, PLA2-R, CLEC13C)",secreted,cell membrane
CDB25:0004097,pla2g2d egfr,pla2g2d,egfr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pla2g2d%20egfr-based-on-Pubmed-ID-28440478-in-frog,"pla2g2d (spla2s, splash, pla2iid, spla2-iid)","egfr (erbb, erbb1, her1, XEgfr)",XB-GENE-996165,XB-GENE-6067152,ENSXETG00000048297,ENSXETG00000015826,"PLA2G2A (PLA2B, PLA2L)","EGFR (ERBB, ERBB1, ERRP)","secreted, cell membrane",cell membrane
CDB25:0004098,pla2g2d erbb2,pla2g2d,erbb2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pla2g2d%20erbb2-based-on-Pubmed-ID-28440478-in-frog,"pla2g2d (spla2s, splash, pla2iid, spla2-iid)","erbb2 (XerbB2, LOC108702492)",XB-GENE-996165,XB-GENE-5938588,ENSXETG00000048297,ENSXETG00000015145,"PLA2G2A (PLA2B, PLA2L)","ERBB2 (NGL, NEU, HER-2, CD340, HER2, c-ERB2, c-ERB-2, MLN-19, p185(erbB2))","secreted, cell membrane",cell membrane
CDB25:0004099,pla2g2d erbb3,pla2g2d,erbb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pla2g2d%20erbb3-based-on-Pubmed-ID-28440478-in-frog,"pla2g2d (spla2s, splash, pla2iid, spla2-iid)","erbb3 (XErbB3, HER3)",XB-GENE-996165,XB-GENE-853369,ENSXETG00000048297,ENSXETG00000009463,"PLA2G2A (PLA2B, PLA2L)","ERBB3 (LCCS2, HER3)","secreted, cell membrane",cell membrane
CDB25:0004100,plat anxa2,plat,anxa2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-plat%20anxa2-based-on-Pubmed-ID-22677557-in-frog,plat,"anxa2 (anx2, annexin II, p36, lip2, lpc2, cal1h, lpc2d, anx2l4, pap-i, Lipocortin II, annexin a2, anxa2-b, anxa2-a)",XB-GENE-1010818,XB-GENE-945315,ENSXETG00000016792,ENSXETG00000015289,PLAT,"ANXA2 (ANX2, ANX2L4, CAL1H, LPC2D, LIP2)",secreted,cell membrane
CDB25:0004101,plaur cmklr1,plaur,cmklr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-plaur%20cmklr1-based-on-Pubmed-ID-15494526-in-frog,"plaur (cd87, upar, urkr, LOC101730998, LOC121395640)","cmklr1 (dez, chemr23, chemerinr)",XB-GENE-957113,XB-GENE-988288,ENSXETG00000033079,ENSXETG00000011474,"PLAUR (URKR, UPAR, CD87)","FPR2 (FPRL1, LXA4R, HM63, FPRH2, FMLPX, FPR2A, FMLP-R-II, ALXR, ALX)","secreted, cell membrane",cell membrane
CDB25:0004102,plaur igf2r,plaur,igf2r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-plaur%20igf2r-based-on-Pubmed-ID-9566979-in-frog,"plaur (cd87, upar, urkr, LOC101730998, LOC121395640)",igf2r,XB-GENE-957113,XB-GENE-480957,ENSXETG00000033079,ENSXETG00000021138,"PLAUR (URKR, UPAR, CD87)","IGF2R (CD222, MPRI, MPR1, CIMPR, M6P-R, CI-M6PR, CI-MPR, MPR300)","secreted, cell membrane",cell membrane
CDB25:0004103,plaur itga4,plaur,itga4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-plaur%20itga4-based-on-Pubmed-ID-11053440-in-frog,"plaur (cd87, upar, urkr, LOC101730998, LOC121395640)",itga4 (inta4),XB-GENE-957113,XB-GENE-960093,ENSXETG00000033079,ENSXETG00000014072,"PLAUR (URKR, UPAR, CD87)","ITGA4 (CD49D, CD49d)","secreted, cell membrane",cell membrane
CDB25:0004104,plaur itga6,plaur,itga6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-plaur%20itga6-based-on-Pubmed-ID-11053440-in-frog,"plaur (cd87, upar, urkr, LOC101730998, LOC121395640)",itga6,XB-GENE-957113,XB-GENE-489982,ENSXETG00000033079,ENSXETG00000007527,"PLAUR (URKR, UPAR, CD87)","ITGA6 (CD49f, VLA-6, ITGA6A, ITGA6B)","secreted, cell membrane",cell membrane
CDB25:0004105,plaur itga9,plaur,itga9,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-plaur%20itga9-based-on-Pubmed-ID-11053440-in-frog,"plaur (cd87, upar, urkr, LOC101730998, LOC121395640)",itga9,XB-GENE-957113,XB-GENE-994231,ENSXETG00000033079,ENSXETG00000023422,"PLAUR (URKR, UPAR, CD87)","ITGA9 (RLC, ITGA4L, ALPHA-RLC)","secreted, cell membrane",cell membrane
CDB25:0004106,plaur itgav,plaur,itgav,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-plaur%20itgav-based-on-Pubmed-ID-11053440-in-frog,"plaur (cd87, upar, urkr, LOC101730998, LOC121395640)","itgav (itgav-b, itgav-a)",XB-GENE-957113,XB-GENE-488969,ENSXETG00000033079,ENSXETG00000013317,"PLAUR (URKR, UPAR, CD87)","ITGAV (VNRA, MSK8, VTNR, CD51)","secreted, cell membrane",cell membrane
CDB25:0004107,plaur itgb1,plaur,itgb1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-plaur%20itgb1-based-on-Pubmed-ID-11053440-in-frog,"plaur (cd87, upar, urkr, LOC101730998, LOC121395640)","itgb1 (cd29, fnrb, mdf2, vlab, gpiia, msk12, vla-beta, Beta 1 integrin, itgb1-a, itgb1-b)",XB-GENE-957113,XB-GENE-946725,ENSXETG00000033079,ENSXETG00000026716,"PLAUR (URKR, UPAR, CD87)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)","secreted, cell membrane",cell membrane
CDB25:0004108,plaur itgb3,plaur,itgb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-plaur%20itgb3-based-on-Pubmed-ID-11053440-in-frog,"plaur (cd87, upar, urkr, LOC101730998, LOC121395640)","itgb3 (cd61, gp3a)",XB-GENE-957113,XB-GENE-1009964,ENSXETG00000033079,ENSXETG00000019163,"PLAUR (URKR, UPAR, CD87)","ITGB3 (GP3A, CD61, GPIIIa)","secreted, cell membrane",cell membrane
CDB25:0004109,plaur lrp1,plaur,lrp1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-plaur%20lrp1-based-on-Pubmed-ID-10896774-in-frog,"plaur (cd87, upar, urkr, LOC101730998, LOC121395640)","lrp1 (cd91, lrp, apr, a2mr, apoer, tgfbr5, igfbp3r)",XB-GENE-957113,XB-GENE-479843,ENSXETG00000033079,ENSXETG00000010934,"PLAUR (URKR, UPAR, CD87)","LRP1 (APR, A2MR, LRP, CD91, LRP1A, APOER, IGFBP3R1, IGFBP-3R)","secreted, cell membrane",cell membrane
CDB25:0004110,plg anxa2,plg,anxa2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-plg%20anxa2-based-on-Pubmed-ID-12724354-in-frog,"plg (plasminogen, plasmin)","anxa2 (anx2, annexin II, p36, lip2, lpc2, cal1h, lpc2d, anx2l4, pap-i, Lipocortin II, annexin a2, anxa2-b, anxa2-a)",XB-GENE-6456895,XB-GENE-945315,ENSXETG00000033306,ENSXETG00000015289,PLG,"ANXA2 (ANX2, ANX2L4, CAL1H, LPC2D, LIP2)",secreted,cell membrane
CDB25:0004111,plg eno1,plg,eno1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-plg%20eno1-based-on-Pubmed-ID-19182206-in-frog,"plg (plasminogen, plasmin)","eno1 (enolase 1, nne, pph, mpb1, mbp-1, eno1l1, eno1-a, eno1-b)",XB-GENE-6456895,XB-GENE-483500,ENSXETG00000033306,ENSXETG00000011897,PLG,"ENO1 (ENO1L1, MPB1, ENO1-IT1, PPH, MBP-1)",secreted,cell membrane
CDB25:0004112,plg igf2r,plg,igf2r,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-plg%20igf2r-based-on-Pubmed-ID-12189157,%2021273553-in-frog","plg (plasminogen, plasmin)",igf2r,XB-GENE-6456895,XB-GENE-480957,ENSXETG00000033306,ENSXETG00000021138,PLG,"IGF2R (CD222, MPRI, MPR1, CIMPR, M6P-R, CI-M6PR, CI-MPR, MPR300)",secreted,cell membrane
CDB25:0004113,plg meltf,plg,meltf,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-plg%20meltf-based-on-Pubmed-ID-15936756-in-frog,"plg (plasminogen, plasmin)",meltf (mfi2),XB-GENE-6456895,XB-GENE-968181,ENSXETG00000033306,ENSXETG00000019380,PLG,"MELTF (MFI2, CD228, FLJ38863, MAP97, MGC4856, MTF1, MTf)",secreted,cell membrane
CDB25:0004114,podxl selp,podxl,selp,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-podxl%20selp-based-on-Pubmed-ID-22814396-in-frog,"podxl (LOC108711235, LOC108713039)","selp (CD62, grmp, psel, cd62p, gmp140, lecam3, padgem, LOC108715750)",XB-GENE-22068937,XB-GENE-482807,ENSXETG00000035112,ENSXETG00000004741,"PODXL (PCLP, Gp200, PC, PODXL1, PDX, gp135)","SELE (ELAM1, ELAM, ESEL, CD62E)",cell membrane,cell membrane
CDB25:0004115,podxl2 selp,podxl2,selp,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-podxl2%20selp-based-on-Pubmed-ID-18606703-in-frog,podxl2,"selp (CD62, grmp, psel, cd62p, gmp140, lecam3, padgem, LOC108715750)",XB-GENE-6048979,XB-GENE-482807,ENSXETG00000039537,ENSXETG00000004741,"PODXL2 (PODLX2, endoglycan, EG)","SELE (ELAM1, ELAM, ESEL, CD62E)",cell membrane,cell membrane
CDB25:0004116,podxl2 selp,podxl2,selp,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-podxl2%20selp-based-on-Pubmed-ID-18606703-in-frog,podxl2,"selp (CD62, grmp, psel, cd62p, gmp140, lecam3, padgem, LOC108715750)",XB-GENE-6048979,XB-GENE-482807,ENSXETG00000039537,ENSXETG00000004741,"PODXL2 (PODLX2, endoglycan, EG)","SELP (GRMP, CD62, PSEL, PADGEM, GMP140, CD62P, GMP-140)",cell membrane,cell membrane
CDB25:0004117,postn itgav,postn,itgav,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-postn%20itgav-based-on-Pubmed-ID-12235007,%2027905395-in-frog",postn,"itgav (itgav-b, itgav-a)",XB-GENE-478502,XB-GENE-488969,ENSXETG00000001812,ENSXETG00000013317,"POSTN (OSF-2, PN, periostin)","ITGAV (VNRA, MSK8, VTNR, CD51)",secreted,cell membrane
CDB25:0004118,postn itgb3,postn,itgb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-postn%20itgb3-based-on-Pubmed-ID-12235007-in-frog,postn,"itgb3 (cd61, gp3a)",XB-GENE-478502,XB-GENE-1009964,ENSXETG00000001812,ENSXETG00000019163,"POSTN (OSF-2, PN, periostin)","ITGB3 (GP3A, CD61, GPIIIa)",secreted,cell membrane
CDB25:0004119,postn itgb5,postn,itgb5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-postn%20itgb5-based-on-Pubmed-ID-12235007-in-frog,postn,itgb5 (integrin beta-5),XB-GENE-478502,XB-GENE-6455199,ENSXETG00000001812,ENSXETG00000047570,"POSTN (OSF-2, PN, periostin)",ITGB5,secreted,cell membrane
